EmployeeID,Age group,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Performance status ,Distance Status,Working_years
1356,30-45,No,Travel_Rarely,Sales,13,3,Marketing,1,Female,2,Laboratory Technician,Single,57700,1,16,1,5,2,5,0,4,1,3,2,4,3,Low,Far,Btw 0-10
1357,30-45,No,Travel_Frequently,Sales,2,3,Marketing,1,Male,3,Laboratory Technician,Divorced,77560,0,21,0,9,3,8,0,7,4,4,4,3,4,High,Near-By,Btw 0-10
1358,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Female,3,Sales Executive,Divorced,103060,5,13,0,8,5,3,2,2,4,1,3,3,3,Low,Near-By,Btw 0-10
1359,30-45,No,Travel_Rarely,Sales,9,3,Medical,1,Male,2,Research Scientist,Single,39360,0,11,1,6,3,5,1,2,2,4,3,3,3,Low,Near-By,Btw 0-10
1360,30-45,No,Travel_Frequently,Sales,10,2,Medical,1,Female,3,Manufacturing Director,Divorced,79450,4,12,1,21,6,7,7,7,4,1,2,2,3,Low,Near-By,Btw 0-10
1361,30-45,No,Travel_Rarely,R&D,10,4,Medical,1,Male,4,Research Scientist,Married,57430,2,12,3,7,2,5,1,4,3,1,3,4,3,Low,Near-By,Btw 0-10
1362,18-30,No,Travel_Rarely,R&D,1,3,Other,1,Female,5,Manufacturing Director,Single,152020,1,18,3,1,2,1,0,0,2,2,3,2,3,Low,Near-By,Btw 0-10
1363,30-45,No,Travel_Frequently,R&D,26,4,Medical,1,Male,2,Manufacturing Director,Divorced,54400,1,12,1,20,2,20,2,13,2,2,3,3,3,Low,Very Far,Btw 11-20
1364,30-45,No,Travel_Rarely,Sales,8,1,Marketing,1,Female,3,Laboratory Technician,Married,37600,1,14,3,10,2,10,0,6,3,2,3,3,3,Low,Near-By,Btw 0-10
1365,45-60,No,Travel_Rarely,Sales,14,2,Life Sciences,1,Female,5,Manufacturing Director,Married,35170,2,12,1,13,1,7,4,5,2,3,1,2,3,Low,Far,Btw 0-10
1366,45-60,No,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Divorced,25800,8,17,3,20,3,17,0,15,2,2,1,3,3,Low,Near-By,Btw 11-20
1367,30-45,No,Travel_Frequently,Sales,2,2,Life Sciences,1,Female,1,Manufacturing Director,Single,21660,1,19,1,9,4,9,3,7,2,4,3,1,3,Low,Near-By,Btw 0-10
1368,18-30,No,Non-Travel,R&D,10,4,Technical Degree,1,Male,3,Healthcare Representative,Married,58690,1,11,1,10,6,10,0,9,4,3,3,4,3,Low,Near-By,Btw 0-10
1369,45-60,No,Travel_Rarely,R&D,1,3,Other,1,Female,3,Research Director,Married,80080,2,15,1,10,4,1,0,0,2,3,3,3,3,Low,Near-By,Btw 0-10
1370,45-60,No,Travel_Rarely,Sales,3,3,Marketing,1,Female,1,Research Scientist,Married,52060,4,11,3,9,4,1,0,0,2,2,2,1,3,Low,Near-By,Btw 0-10
1371,30-45,No,Travel_Rarely,R&D,11,2,Technical Degree,1,Male,4,Laboratory Technician,Married,52950,7,18,0,15,4,12,2,11,3,4,2,3,3,Low,Far,Btw 11-20
1372,30-45,No,Travel_Frequently,Sales,24,4,Marketing,1,Male,2,Manufacturing Director,Married,164130,6,16,0,6,1,4,1,2,3,3,3,3,3,Low,Very Far,Btw 0-10
1373,18-30,No,Travel_Rarely,R&D,3,3,Medical,1,Male,1,Laboratory Technician,Married,132690,1,25,1,2,2,2,2,2,3,4,3,3,4,High,Near-By,Btw 0-10
1374,18-30,No,Non-Travel,R&D,3,3,Medical,1,Male,1,Healthcare Representative,Divorced,27830,6,16,1,6,2,2,2,2,4,2,1,4,3,Low,Near-By,Btw 0-10
1375,18-30,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,2,Healthcare Representative,Married,54330,1,13,1,5,4,5,0,2,3,4,1,2,3,Low,Near-By,Btw 0-10
1376,45-60,No,Travel_Rarely,R&D,3,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,20130,3,14,1,12,5,5,1,4,3,4,1,3,3,Low,Near-By,Btw 0-10
1377,18-30,No,Non-Travel,R&D,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,139660,1,19,0,1,1,1,0,1,3,3,2,3,3,Low,Near-By,Btw 0-10
1378,45-60,No,Travel_Rarely,R&D,4,3,Life Sciences,1,Female,2,Manufacturing Director,Single,43740,3,15,1,21,5,5,4,4,3,2,3,4,3,Low,Near-By,Btw 0-10
1379,30-45,No,Travel_Rarely,Sales,7,4,Marketing,1,Male,4,Laboratory Technician,Divorced,68420,4,12,1,13,3,9,1,8,1,3,3,3,3,Low,Near-By,Btw 0-10
1380,30-45,No,Travel_Rarely,HR,1,4,Human Resources,1,Female,1,Manager,Married,174260,2,12,1,12,0,10,7,4,2,4,3,2,3,Low,Near-By,Btw 0-10
1381,30-45,No,Travel_Rarely,Sales,1,1,Medical,1,Male,2,Laboratory Technician,Single,176030,4,16,0,12,0,8,0,7,1,4,4,2,3,Low,Near-By,Btw 0-10
1382,30-45,No,Travel_Rarely,R&D,20,3,Medical,1,Female,1,Manufacturing Director,Single,45810,3,14,1,8,3,5,1,4,3,3,3,3,3,Low,Far,Btw 0-10
1383,18-30,No,Travel_Rarely,R&D,5,4,Medical,1,Male,2,Healthcare Representative,Married,47350,0,13,0,6,2,5,1,1,3,2,2,3,3,Low,Near-By,Btw 0-10
1384,18-30,Yes,Travel_Frequently,R&D,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0,22,1,1,4,0,0,0,3,1,4,3,4,High,Near-By,Btw 0-10
1385,30-45,No,Travel_Frequently,Sales,25,3,Marketing,1,Female,2,Research Director,Single,55050,4,21,2,13,3,8,7,2,4,2,2,3,4,High,Very Far,Btw 0-10
1386,30-45,No,Non-Travel,Sales,1,3,Medical,1,Female,1,Sales Executive,Divorced,54700,1,18,1,12,2,12,6,10,3,1,3,3,3,Low,Near-By,Btw 11-20
1387,45-60,No,Travel_Rarely,R&D,24,2,Medical,1,Male,2,Sales Executive,Divorced,54760,4,13,1,9,3,5,0,3,3,1,4,3,3,Low,Very Far,Btw 0-10
1388,45-60,No,Travel_Rarely,R&D,4,3,Life Sciences,1,Male,4,Manager,Divorced,25870,4,12,0,19,2,2,2,2,3,1,3,2,3,Low,Near-By,Btw 0-10
1389,30-45,No,Travel_Rarely,R&D,2,2,Medical,1,Male,1,Sales Executive,Single,24400,0,18,3,4,4,3,0,2,3,4,4,3,3,Low,Near-By,Btw 0-10
1390,18-30,Yes,Travel_Rarely,R&D,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1,21,0,1,2,1,1,0,2,4,2,3,4,High,Near-By,Btw 0-10
1391,45-60,No,Travel_Rarely,R&D,10,3,Technical Degree,1,Female,2,Laboratory Technician,Divorced,153790,1,12,0,24,1,24,15,7,2,1,3,1,3,Low,Near-By,Btw 21-30
1392,30-45,No,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,1,Manufacturing Director,Single,70820,1,14,0,2,3,2,2,1,3,4,3,4,3,Low,Near-By,Btw 0-10
1393,30-45,No,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,2,Sales Representative,Married,27280,8,11,0,7,3,4,0,2,3,4,3,4,3,Low,Near-By,Btw 0-10
1394,30-45,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,2,Manager,Single,53680,2,14,1,9,2,3,1,2,4,2,3,3,3,Low,Near-By,Btw 0-10
1395,30-45,Yes,Travel_Rarely,R&D,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1,24,1,4,1,4,0,2,2,2,2,3,4,High,Far,Btw 0-10
1396,45-60,No,Travel_Rarely,Sales,19,4,Marketing,1,Male,3,Sales Executive,Married,31950,2,11,0,5,4,3,0,2,3,3,2,2,3,Low,Far,Btw 0-10
1397,45-60,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Manager,Divorced,39890,1,13,0,5,2,4,1,3,4,1,3,3,3,Low,Near-By,Btw 0-10
1398,30-45,No,Travel_Rarely,R&D,4,3,Life Sciences,1,Male,1,Human Resources,Married,33060,1,11,3,8,6,8,1,6,4,2,3,1,3,Low,Near-By,Btw 0-10
1399,30-45,No,Travel_Rarely,R&D,11,3,Life Sciences,1,Female,2,Sales Executive,Married,70050,1,20,2,21,2,20,9,9,4,3,3,3,4,High,Far,Btw 11-20
1400,45-60,No,Travel_Rarely,R&D,6,1,Life Sciences,1,Female,2,Laboratory Technician,Single,26550,8,17,0,36,0,24,2,15,3,2,3,2,3,Low,Near-By,Btw 21-30
1401,30-45,No,Travel_Frequently,HR,7,4,Other,1,Female,1,Research Scientist,Married,13930,1,11,2,10,4,10,1,9,4,3,2,4,3,Low,Near-By,Btw 0-10
1402,45-60,No,Travel_Rarely,HR,4,2,Human Resources,1,Male,2,Sales Representative,Single,25700,3,18,0,21,2,7,1,0,4,2,3,3,3,Low,Near-By,Btw 0-10
1403,45-60,No,Travel_Rarely,R&D,2,4,Medical,1,Female,2,Sales Representative,Married,35370,0,11,1,34,3,33,11,9,3,3,3,3,3,Low,Near-By,30?
1404,18-30,No,Travel_Rarely,Sales,15,3,Marketing,1,Male,1,Research Scientist,Single,39860,1,12,2,7,3,7,0,3,4,2,2,3,3,Low,Far,Btw 0-10
1405,30-45,Yes,Travel_Rarely,R&D,2,4,Life Sciences,1,Female,2,Research Director,Married,108830,3,12,0,8,3,1,0,1,2,3,3,4,3,Low,Near-By,Btw 0-10
1406,30-45,No,Non-Travel,R&D,6,2,Medical,1,Male,1,Healthcare Representative,Divorced,20280,4,20,1,7,2,5,2,2,4,4,4,2,4,High,Near-By,Btw 0-10
1407,45-60,No,Non-Travel,R&D,9,2,Medical,1,Female,1,Sales Executive,Married,95250,9,19,0,22,3,20,11,8,1,4,3,3,3,Low,Near-By,Btw 11-20
1409,30-45,No,Travel_Frequently,R&D,1,3,Other,1,Male,2,Research Director,Single,22750,5,13,0,10,2,6,1,2,2,2,3,4,3,Low,Near-By,Btw 0-10
1410,30-45,No,Non-Travel,R&D,1,1,Technical Degree,1,Male,2,Sales Executive,Divorced,78790,2,11,1,11,2,5,0,2,3,3,3,3,3,Low,Near-By,Btw 0-10
1411,30-45,No,Travel_Rarely,Sales,8,2,Marketing,1,Male,5,Research Scientist,Married,49300,9,14,0,14,0,1,0,0,4,3,3,3,3,Low,Near-By,Btw 0-10
1412,30-45,No,Travel_Rarely,HR,25,1,Human Resources,1,Female,1,Manufacturing Director,Married,78470,3,14,1,9,3,7,1,7,4,4,1,4,3,Low,Very Far,Btw 0-10
1413,18-30,No,Travel_Frequently,R&D,13,4,Medical,1,Male,1,Manager,Married,44010,5,13,0,6,4,2,2,0,3,1,3,2,3,Low,Far,Btw 0-10
1414,45-60,No,Non-Travel,R&D,23,1,Other,1,Female,2,Sales Executive,Divorced,92410,1,19,1,7,5,7,1,7,4,4,3,3,3,Low,Very Far,Btw 0-10
1415,30-45,No,Travel_Frequently,R&D,7,2,Medical,1,Male,4,Sales Representative,Divorced,29740,1,23,0,5,2,5,2,0,4,3,4,3,4,High,Near-By,Btw 0-10
1416,30-45,No,Travel_Rarely,R&D,23,3,Medical,1,Female,1,Laboratory Technician,Married,45020,8,12,2,15,0,7,3,7,3,4,4,2,3,Low,Very Far,Btw 0-10
1417,30-45,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,Female,3,Research Scientist,Married,107480,7,15,0,17,3,1,0,0,2,1,3,3,3,Low,Near-By,Btw 0-10
1418,18-30,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,19,2,10,2,10,1,9,2,4,2,3,3,Low,Near-By,Btw 0-10
1419,18-30,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Female,4,Healthcare Representative,Divorced,129360,1,11,2,4,3,4,2,2,4,2,2,3,3,Low,Near-By,Btw 0-10
1420,30-45,No,Travel_Frequently,R&D,1,3,Life Sciences,1,Female,2,Laboratory Technician,Single,23050,1,17,0,8,3,8,1,7,2,4,3,3,3,Low,Near-By,Btw 0-10
1421,30-45,No,Non-Travel,R&D,28,2,Life Sciences,1,Male,1,Manufacturing Director,Married,167040,9,22,0,5,2,3,0,2,4,4,1,4,4,High,Very Far,Btw 0-10
1422,45-60,No,Travel_Rarely,R&D,25,1,Medical,1,Male,5,Research Scientist,Divorced,34330,7,18,0,17,3,4,0,3,4,1,3,3,3,Low,Very Far,Btw 0-10
1423,30-45,Yes,Travel_Rarely,R&D,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,11,0,14,2,14,9,8,4,4,2,4,3,Low,Near-By,Btw 11-20
1424,30-45,No,Non-Travel,R&D,17,4,Life Sciences,1,Male,2,Healthcare Representative,Single,64300,1,12,1,12,2,11,5,8,3,3,3,2,3,Low,Far,Btw 11-20
1425,18-30,No,Travel_Frequently,R&D,18,2,Medical,1,Female,1,Laboratory Technician,Single,65160,1,19,1,7,4,7,0,7,4,3,3,3,3,Low,Far,Btw 0-10
1426,45-60,No,Travel_Rarely,R&D,2,1,Medical,1,Female,1,Manufacturing Director,Married,39070,5,13,0,16,2,10,4,7,2,2,1,3,3,Low,Near-By,Btw 0-10
1427,30-45,Yes,Travel_Rarely,R&D,10,4,Life Sciences,1,Female,2,Research Scientist,Single,55620,5,13,0,8,3,5,0,4,4,1,3,2,3,Low,Near-By,Btw 0-10
1428,30-45,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,2,Human Resources,Single,68830,3,19,2,16,3,1,0,0,4,4,3,2,3,Low,Near-By,Btw 0-10
1429,30-45,Yes,Travel_Frequently,Sales,3,2,Medical,1,Male,2,Healthcare Representative,Single,28620,5,14,0,9,2,6,0,1,3,1,2,2,3,Low,Near-By,Btw 0-10
1430,18-30,Yes,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Sales Executive,Single,49780,0,13,0,7,3,6,1,5,3,3,2,2,3,Low,Near-By,Btw 0-10
1431,45-60,No,Non-Travel,R&D,2,3,Medical,1,Female,2,Research Scientist,Single,103680,6,12,2,23,2,19,12,8,4,4,3,3,3,Low,Near-By,Btw 11-20
1432,45-60,No,Travel_Rarely,Sales,8,2,Marketing,1,Female,2,Laboratory Technician,Married,61340,2,19,0,16,2,6,0,5,4,1,3,2,3,Low,Near-By,Btw 0-10
1433,30-45,No,Travel_Rarely,R&D,16,4,Life Sciences,1,Male,1,Healthcare Representative,Single,67350,8,25,2,16,3,13,3,7,4,2,4,2,4,High,Far,Btw 11-20
1434,30-45,No,Travel_Rarely,Sales,9,1,Other,1,Female,3,Sales Executive,Married,32950,6,22,2,7,2,3,1,1,3,2,3,3,4,High,Near-By,Btw 0-10
1435,30-45,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,52380,1,15,1,10,5,10,0,7,2,4,3,3,3,Low,Near-By,Btw 0-10
1436,30-45,No,Travel_Rarely,R&D,1,2,Medical,1,Male,4,Laboratory Technician,Divorced,64720,0,12,0,17,4,16,5,13,1,3,2,3,3,Low,Near-By,Btw 11-20
1437,30-45,No,Non-Travel,Sales,4,1,Medical,1,Female,3,Research Scientist,Married,96100,0,11,1,6,2,5,1,4,3,3,3,2,3,Low,Near-By,Btw 0-10
1438,45-60,No,Travel_Rarely,R&D,5,3,Life Sciences,1,Female,3,Manager,Married,198330,3,13,0,7,2,1,0,0,3,4,3,3,3,Low,Near-By,Btw 0-10
1439,30-45,No,Travel_Frequently,Sales,2,3,Marketing,1,Female,2,Laboratory Technician,Divorced,97560,4,19,0,13,2,9,5,8,1,4,3,3,3,Low,Near-By,Btw 0-10
1440,18-30,No,Travel_Frequently,Sales,15,4,Medical,1,Female,1,Sales Executive,Married,49680,1,19,3,11,4,11,4,1,2,4,3,3,3,Low,Far,Btw 11-20
1441,30-45,No,Travel_Frequently,R&D,19,3,Life Sciences,1,Female,1,Sales Executive,Single,21450,1,13,0,10,6,10,0,8,3,3,4,2,3,Low,Far,Btw 0-10
1442,18-30,Yes,Travel_Rarely,R&D,7,1,Life Sciences,1,Female,1,Research Scientist,Single,21800,1,21,0,4,2,4,0,1,3,4,2,3,4,High,Near-By,Btw 0-10
1443,45-60,No,Travel_Rarely,R&D,1,2,Medical,1,Female,4,Manager,Single,83460,7,14,0,6,5,2,2,2,3,4,2,3,3,Low,Near-By,Btw 0-10
1444,30-45,No,Travel_Rarely,R&D,7,4,Life Sciences,1,Female,2,Sales Executive,Married,34450,1,11,2,22,2,22,11,15,3,4,3,3,3,Low,Near-By,Btw 21-30
1445,45-60,No,Travel_Rarely,R&D,4,4,Technical Degree,1,Male,1,Healthcare Representative,Married,27600,8,11,0,7,3,2,2,2,2,3,2,4,3,Low,Near-By,Btw 0-10
1446,45-60,No,Travel_Rarely,R&D,11,2,Life Sciences,1,Male,2,Sales Executive,Divorced,62940,3,23,1,32,2,7,0,6,4,4,2,4,4,High,Far,Btw 0-10
1447,30-45,Yes,Travel_Rarely,Sales,11,4,Marketing,1,Male,1,Research Scientist,Married,71400,5,21,0,8,2,5,0,4,3,4,1,2,4,High,Far,Btw 0-10
1448,30-45,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Married,29320,5,24,0,22,3,17,1,9,4,4,3,3,4,High,Near-By,Btw 11-20
1449,30-45,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Manager,Married,51470,7,11,0,13,2,9,1,7,1,1,4,3,3,Low,Near-By,Btw 0-10
1450,45-60,No,Non-Travel,R&D,2,3,Technical Degree,1,Male,1,Sales Executive,Single,45070,1,14,0,33,3,33,15,12,1,3,4,2,3,Low,Near-By,30?
1451,30-45,No,Travel_Rarely,HR,13,4,Life Sciences,1,Female,3,Manufacturing Director,Married,85640,2,16,1,6,2,4,1,2,3,2,3,2,3,Low,Far,Btw 0-10
1452,30-45,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,Male,3,Healthcare Representative,Single,24680,0,11,0,4,2,3,1,2,4,3,1,3,3,Low,Very Far,Btw 0-10
1453,30-45,No,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,2,Research Director,Divorced,81610,7,12,1,7,2,3,1,2,3,3,3,4,3,Low,Very Far,Btw 0-10
1454,30-45,No,Non-Travel,Sales,2,4,Marketing,1,Male,4,Research Scientist,Married,21090,0,13,1,4,3,3,2,2,3,4,3,2,3,Low,Near-By,Btw 0-10
1455,30-45,No,Travel_Rarely,Sales,29,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,52940,2,15,0,17,3,1,0,0,3,1,2,2,3,Low,Very Far,Btw 0-10
1456,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Manufacturing Director,Divorced,27180,1,14,1,9,4,9,4,7,1,4,3,2,3,Low,Near-By,Btw 0-10
1457,45-60,No,Travel_Rarely,R&D,18,1,Life Sciences,1,Female,2,Sales Representative,Married,58110,0,14,0,25,4,24,1,7,3,4,3,2,3,Low,Far,Btw 21-30
1458,30-45,No,Travel_Frequently,R&D,7,4,Medical,1,Male,1,Research Scientist,Divorced,24370,9,14,1,9,3,2,2,2,2,3,3,4,3,Low,Near-By,Btw 0-10
1459,30-45,No,Travel_Rarely,R&D,2,4,Life Sciences,1,Female,1,Sales Executive,Married,27660,1,12,1,2,2,2,0,2,3,4,2,3,3,Low,Near-By,Btw 0-10
1460,30-45,No,Travel_Rarely,R&D,26,3,Other,1,Female,1,Sales Executive,Married,190380,6,13,0,13,3,11,5,9,4,1,3,2,3,Low,Very Far,Btw 11-20
1461,30-45,No,Travel_Rarely,R&D,22,5,Medical,1,Female,2,Manufacturing Director,Married,30550,2,14,3,17,3,3,0,2,3,1,2,3,3,Low,Very Far,Btw 0-10
1462,45-60,No,Travel_Frequently,Sales,21,1,Marketing,1,Male,3,Research Scientist,Married,22890,4,13,0,9,3,3,0,2,1,3,3,2,3,Low,Very Far,Btw 0-10
1463,30-45,Yes,Travel_Frequently,Sales,2,3,Marketing,1,Male,1,Laboratory Technician,Divorced,40010,6,11,1,17,2,1,0,0,1,3,3,3,3,Low,Near-By,Btw 0-10
1464,30-45,No,Travel_Frequently,R&D,22,3,Medical,1,Female,1,Manufacturing Director,Single,129650,0,19,1,20,2,19,11,8,3,3,3,3,3,Low,Very Far,Btw 11-20
1465,18-30,No,Travel_Rarely,Sales,4,3,Other,1,Female,2,Human Resources,Single,35390,1,18,0,6,2,6,1,5,3,4,3,2,3,Low,Near-By,Btw 0-10
1466,30-45,No,Travel_Rarely,R&D,5,4,Medical,1,Female,1,Research Scientist,Single,60290,3,17,1,10,5,3,0,2,4,1,3,3,3,Low,Near-By,Btw 0-10
1467,18-30,No,Travel_Rarely,R&D,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,26790,2,15,0,10,2,3,0,2,4,4,3,2,3,Low,Near-By,Btw 0-10
1468,18-30,No,Travel_Rarely,R&D,25,2,Life Sciences,1,Male,2,Sales Executive,Married,37020,0,20,0,5,4,4,1,2,1,3,3,3,4,High,Very Far,Btw 0-10
1469,30-45,No,Travel_Rarely,Sales,18,2,Medical,1,Male,1,Laboratory Technician,Divorced,23980,0,14,1,10,2,9,7,8,4,1,3,2,3,Low,Far,Btw 0-10
1470,30-45,No,Travel_Rarely,R&D,28,3,Medical,1,Male,2,Laboratory Technician,Divorced,54680,0,12,0,22,6,21,3,9,1,3,3,4,3,Low,Very Far,Btw 21-30
1472,30-45,Yes,Travel_Frequently,R&D,10,1,Life Sciences,1,Female,1,Research Scientist,Single,41890,0,23,1,6,3,5,1,4,3,2,4,2,4,High,Near-By,Btw 0-10
1473,30-45,No,Travel_Frequently,R&D,17,4,Other,1,Male,4,Sales Executive,Married,193280,1,15,3,5,2,5,0,3,2,2,1,3,3,Low,Far,Btw 0-10
1474,30-45,No,Non-Travel,R&D,2,5,Life Sciences,1,Male,3,Human Resources,Married,83210,3,11,3,13,5,8,7,5,4,4,3,2,3,Low,Near-By,Btw 0-10
1475,30-45,No,Travel_Rarely,R&D,10,1,Medical,1,Male,1,Sales Executive,Single,23420,4,12,2,9,2,6,0,4,4,1,3,3,3,Low,Near-By,Btw 0-10
1476,45-60,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Female,4,Research Director,Married,40710,3,13,0,28,5,7,7,7,3,2,2,3,3,Low,Near-By,Btw 0-10
1477,18-30,Yes,Travel_Rarely,R&D,11,2,Medical,1,Male,2,Sales Executive,Single,58130,2,20,1,5,2,0,0,0,1,3,1,3,4,High,Far,Btw 0-10
1478,18-30,No,Travel_Rarely,R&D,18,3,Life Sciences,1,Male,2,Sales Executive,Married,31430,2,22,3,10,2,0,0,0,1,2,3,3,4,High,Far,Btw 0-10
1479,30-45,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,3,Laboratory Technician,Married,20440,0,21,0,10,2,9,7,8,2,4,3,3,4,High,Near-By,Btw 0-10
1480,18-30,No,Non-Travel,R&D,7,4,Medical,1,Female,4,Laboratory Technician,Divorced,134640,1,13,1,6,2,6,1,5,2,1,3,3,3,Low,Near-By,Btw 0-10
1481,45-60,No,Travel_Rarely,R&D,17,2,Medical,1,Male,2,Laboratory Technician,Married,79910,0,13,2,21,2,20,4,10,3,4,3,2,3,Low,Far,Btw 11-20
1482,30-45,No,Travel_Rarely,R&D,28,1,Life Sciences,1,Male,1,Laboratory Technician,Married,33770,0,12,2,16,2,15,10,11,4,4,3,3,3,Low,Very Far,Btw 11-20
1483,45-60,No,Travel_Rarely,R&D,14,4,Life Sciences,1,Female,1,Sales Executive,Single,55380,0,17,0,37,2,36,4,13,4,1,3,3,3,Low,Far,30?
1484,45-60,Yes,Non-Travel,R&D,1,1,Medical,1,Male,1,Research Scientist,Married,57620,1,11,2,10,4,10,9,9,1,2,2,2,3,Low,Near-By,Btw 0-10
1485,18-30,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,1,Manufacturing Director,Married,25920,1,14,0,5,2,5,0,4,4,4,2,3,3,Low,Near-By,Btw 0-10
1486,30-45,No,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,2,Healthcare Representative,Married,53460,4,11,0,7,2,5,0,1,3,4,4,3,3,Low,Near-By,Btw 0-10
1487,18-30,No,Travel_Rarely,R&D,3,2,Life Sciences,1,Male,1,Laboratory Technician,Single,42130,1,12,3,3,3,3,1,0,4,3,4,2,3,Low,Near-By,Btw 0-10
1488,30-45,No,Non-Travel,R&D,1,3,Medical,1,Male,2,Sales Executive,Divorced,41270,2,13,1,15,2,5,0,2,1,4,3,3,3,Low,Near-By,Btw 0-10
1489,30-45,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,1,Sales Representative,Divorced,24380,7,16,0,10,5,7,6,2,2,2,2,2,3,Low,Near-By,Btw 0-10
1490,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Female,1,Manager,Divorced,68700,1,11,1,8,5,8,7,7,1,1,3,3,3,Low,Near-By,Btw 0-10
1491,18-30,No,Travel_Frequently,R&D,1,4,Other,1,Male,2,Laboratory Technician,Divorced,104470,1,18,0,6,3,6,1,4,3,2,1,3,3,Low,Near-By,Btw 0-10
1492,45-60,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,1,Research Scientist,Divorced,96670,3,23,0,28,2,10,1,6,1,2,2,2,4,High,Near-By,Btw 0-10
1493,45-60,No,Travel_Rarely,R&D,11,4,Life Sciences,1,Female,2,Research Scientist,Married,21480,3,11,0,21,2,5,1,3,3,3,2,3,3,Low,Far,Btw 0-10
1494,30-45,No,Travel_Rarely,R&D,4,4,Life Sciences,1,Male,1,Manufacturing Director,Married,89260,1,14,0,20,4,20,11,6,2,3,3,1,3,Low,Near-By,Btw 11-20
1495,18-30,No,Travel_Frequently,R&D,16,4,Medical,1,Male,1,Laboratory Technician,Single,65130,1,11,1,10,2,10,0,9,2,4,2,3,3,Low,Far,Btw 0-10
1496,45-60,No,Travel_Rarely,R&D,1,4,Other,1,Female,1,Research Scientist,Married,67990,3,11,0,12,2,10,0,8,2,4,3,3,3,Low,Near-By,Btw 0-10
1497,18-30,No,Travel_Frequently,R&D,9,3,Life Sciences,1,Female,1,Manager,Married,162910,1,22,0,5,3,5,3,3,1,1,3,3,4,High,Near-By,Btw 0-10
1498,30-45,No,Travel_Rarely,Sales,5,1,Marketing,1,Male,1,Research Scientist,Single,27050,1,11,0,17,2,17,5,7,4,4,3,3,3,Low,Near-By,Btw 11-20
1499,30-45,Yes,Travel_Frequently,R&D,1,2,Medical,1,Male,2,Research Scientist,Divorced,103330,3,14,1,19,2,1,0,0,4,3,1,2,3,Low,Near-By,Btw 0-10
1500,30-45,No,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Manager,Divorced,44480,9,12,0,10,3,2,1,2,4,4,3,2,3,Low,Near-By,Btw 0-10
1501,18-30,Yes,Travel_Rarely,R&D,4,3,Medical,1,Male,3,Research Scientist,Divorced,68540,2,11,0,5,5,3,0,2,1,2,3,2,3,Low,Near-By,Btw 0-10
1502,18-30,No,Travel_Rarely,R&D,7,3,Other,1,Male,1,Human Resources,Single,96370,1,13,0,5,6,5,0,2,4,4,3,2,3,Low,Near-By,Btw 0-10
1503,45-60,No,Travel_Frequently,R&D,1,1,Medical,1,Female,2,Research Scientist,Single,35910,9,13,0,22,2,3,1,2,3,1,3,3,3,Low,Near-By,Btw 0-10
